Esp,BDI_1,BDI_2,BDI_3,BDI_4,BDI_5,BDI_6,BDI_7,BDI_8,BDI_9,BDI_10,BDI_11,BDI_12,BDI_13,BDI_14,BDI_15,BDI_16,BDI_17,BDI_18,BDI_19,BDI_20,BDI_21,BDI_tot
PRE,BDI_1,BDI_2,BDI_3,BDI_4,BDI_5,BDI_6,BDI_7,BDI_8,BDI_9,BDI_10,BDI_11,BDI_12,BDI_13,BDI_14,BDI_15,BDI_16,BDI_17,BDI_18,BDI_19,BDI_20,BDI_21,BDI_tot
POST,BDI_1_V1,BDI_2_V1,BDI_3_V1,BDI_4_V1,BDI_5_V1,BDI_6_V1,BDI_7_V1,BDI_8_V1,BDI_9_V1,BDI_10_V1,BDI_11_V1,BDI_12_V1,BDI_13_V1,BDI_14_V1,BDI_15_V1,BDI_16_V1,BDI_17_V1,BDI_18_V1,BDI_19_V1,BDI_20_V1,BDI_21_V1,BDI_tot_V1
