Esp,BCIS_1,BCIS_2,BCIS_3,BCIS_4,BCIS_5,BCIS_6,BCIS_7,BCIS_8,BCIS_9,BCIS_10,BCIS_11,BCIS_12,BCIS_13,BCIS_14,BCIS_15,BCIS_reflex,BCIS_certez,BCIS_total
PRE,BCIS_1,BCIS_2,BCIS_3,BCIS_4,BCIS_5,BCIS_6,BCIS_7,BCIS_8,BCIS_9,BCIS_10,BCIS_11,BCIS_12,BCIS_13,BCIS_14,BCIS_15,BCIS_reflex,BCIS_certez,BCIS_total
POST,BCIS_1_V1,BCIS_2_V1,BCIS_3_V1,BCIS_4_V1,BCIS_5_V1,BCIS_6_V1,BCIS_7_V1,BCIS_8_V1,BCIS_9_V1,BCIS_10_V1,BCIS_11_V1,BCIS_12_V1,BCIS_13_V1,BCIS_14_V1,BCIS_15_V1,BCIS_reflex_V1,BCIS_certez_V1,BCIS_total_V1
