Esp,BCIS_1,BCIS_2,BCIS_3,BCIS_4,BCIS_5,BCIS_6,BCIS_7,BCIS_8,BCIS_9,BCIS_10,BCIS_11,BCIS_12,BCIS_13,BCIS_14,BCIS_15,BCIS_reflex,BCIS_certez,BCIS_total
PRE,BCIS_1,BCIS_2,BCIS_3,BCIS_4,BCIS_5,BCIS_6,BCIS_7,BCIS_8,BCIS_9,BCIS_10,BCIS_11,BCIS_12,BCIS_13,BCIS_14,BCIS_15,BCIS_reflex,BCIS_certez,BCIS_total
POST,BCIS_1_postA;BCIS_1_postB,BCIS_2_postA;BCIS_2_postB,BCIS_3_postA;BCIS_3_postB,BCIS_4_postA;BCIS_4_postB,BCIS_5_postA;BCIS_5_postB,BCIS_6_postA;BCIS_6_postB,BCIS_7_postA;BCIS_7_postB,BCIS_8_postA;BCIS_8_postB,BCIS_9_postA;BCIS_9_postB,BCIS_10_postA;BCIS_10_postB,BCIS_11_postA;BCIS_11_postB,BCIS_12_postA;BCIS_12_postB,BCIS_13_postA;BCIS_13_postB,BCIS_14_postA;BCIS_14_postB,BCIS_15_postA;BCIS_15_postB,BCIS_reflex_postA;BCIS_reflex_postB,BCIS_certez_postA;BCIS_certez_postB,BCIS_total_postA;BCIS_total_postB
